

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
285,Sell Short,31/05/2024 11:30,Es,$5742.25,$0.00,1,($12.50),-0.04%,$36.25,65.91%,,$0.00,$0.00
,Buy to Cover,31/05/2024 12:00,Cover,$5744.75,,($12.50),$3368.75,,($18.75),11.36%,-22.73%,$0.00,$0.00
286,Sell Short,03/06/2024 11:45,Es,$5790.00,$0.00,1,($35.00),-0.12%,$68.75,64.71%,,$0.00,$0.00
,Buy to Cover,03/06/2024 12:45,Cover,$5797.00,,($35.00),$3333.75,,($37.50),2.35%,-32.94%,$0.00,$0.00
287,Sell Short,11/07/2024 12:15,Es,$6100.00,$0.00,1,($22.50),-0.07%,$25.00,48.78%,,$0.00,$0.00
,Buy to Cover,11/07/2024 12:30,Cover,$6104.50,,($22.50),$3311.25,,($26.25),7.32%,-43.90%,$0.00,$0.00
288,Sell Short,17/07/2024 09:45,Es,$6119.25,$0.00,1,($6.25),-0.02%,$21.25,51.52%,,$0.00,$0.00
,Buy to Cover,17/07/2024 10:00,Cover,$6120.50,,($6.25),$3305.00,,($20.00),33.33%,-15.15%,$0.00,$0.00
289,Sell Short,19/07/2024 09:45,Es,$6039.25,$0.00,1,$131.25,0.43%,$162.50,77.84%,,$0.00,$0.00
,Buy to Cover,19/07/2024 15:00,EoDS,$6013.00,,$131.25,$3436.25,,($46.25),85.03%,62.87%,$0.00,$0.00
290,Sell Short,24/07/2024 09:00,Es,$6004.25,$0.00,1,$295.00,0.98%,$327.50,93.91%,,$0.00,$0.00
,Buy to Cover,24/07/2024 15:00,EoDS,$5945.25,,$295.00,$3731.25,,($21.25),90.68%,84.59%,$0.00,$0.00
291,Sell Short,01/08/2024 12:30,Es,$5943.00,$0.00,1,$68.75,0.23%,$167.50,93.71%,,$0.00,$0.00
,Buy to Cover,01/08/2024 15:00,EoDS,$5929.25,,$68.75,$3800.00,,($11.25),44.76%,38.46%,$0.00,$0.00
292,Sell Short,02/08/2024 09:30,Es,$5810.25,$0.00,1,($95.00),-0.33%,$68.75,27.64%,,$0.00,$0.00
,Buy to Cover,02/08/2024 15:00,EoDS,$5829.25,,($95.00),$3705.00,,($180.00),34.17%,-38.19%,$0.00,$0.00
293,Sell Short,05/08/2024 09:00,Es,$5651.50,$0.00,1,($283.75),-1.00%,$27.50,8.84%,,$0.00,$0.00
,Buy to Cover,05/08/2024 09:15,Stop Loss,$5708.25,,($283.75),$3421.25,,($283.75),0.00%,-91.16%,$0.00,$0.00
294,Sell Short,03/09/2024 09:30,Es,$6051.50,$0.00,1,$277.50,0.92%,$313.75,85.96%,,$0.00,$0.00
,Buy to Cover,03/09/2024 15:00,EoDS,$5996.00,,$277.50,$3698.75,,($51.25),90.07%,76.03%,$0.00,$0.00
295,Sell Short,06/09/2024 09:45,Es,$5927.75,$0.00,1,$217.50,0.73%,$263.75,86.12%,,$0.00,$0.00
,Buy to Cover,06/09/2024 15:00,EoDS,$5884.25,,$217.50,$3916.25,,($42.50),84.90%,71.02%,$0.00,$0.00
296,Sell Short,11/09/2024 09:45,Es,$5890.25,$0.00,1,($67.50),-0.23%,$67.50,46.55%,,$0.00,$0.00
,Buy to Cover,11/09/2024 10:30,Cover,$5903.75,,($67.50),$3848.75,,($77.50),6.90%,-46.55%,$0.00,$0.00
297,Sell Short,01/10/2024 09:30,Es,$6153.50,$0.00,1,($66.25),-0.22%,$85.00,48.23%,,$0.00,$0.00
,Buy to Cover,01/10/2024 11:00,Cover,$6166.75,,($66.25),$3782.50,,($91.25),14.18%,-37.59%,$0.00,$0.00
298,Sell Short,07/10/2024 12:45,Es,$6176.25,$0.00,1,($1.25),0.00%,$30.00,80.00%,,$0.00,$0.00
,Buy to Cover,07/10/2024 13:15,Cover,$6176.50,,($1.25),$3781.25,,($7.50),16.67%,-3.33%,$0.00,$0.00
299,Sell Short,23/10/2024 11:45,Es,$6242.25,$0.00,1,$5.00,0.02%,$188.75,84.36%,,$0.00,$0.00
,Buy to Cover,23/10/2024 15:00,EoDS,$6241.25,,$5.00,$3786.25,,($35.00),17.88%,2.23%,$0.00,$0.00
300,Sell Short,30/10/2024 09:00,Es,$6253.75,$0.00,1,($105.00),-0.34%,$16.25,13.00%,,$0.00,$0.00
,Buy to Cover,30/10/2024 09:15,Cover,$6274.75,,($105.00),$3681.25,,($108.75),3.00%,-84.00%,$0.00,$0.00
301,Sell Short,31/10/2024 09:00,Es,$6204.50,$0.00,1,$208.75,0.67%,$275.00,100.00%,,$0.00,$0.00
,Buy to Cover,31/10/2024 15:00,EoDS,$6162.75,,$208.75,$3890.00,,$0.00,75.91%,75.91%,$0.00,$0.00
302,Sell Short,17/12/2024 09:30,Es,$6453.00,$0.00,1,($26.25),-0.08%,$13.75,30.56%,,$0.00,$0.00
,Buy to Cover,17/12/2024 10:15,Cover,$6458.25,,($26.25),$3863.75,,($31.25),11.11%,-58.33%,$0.00,$0.00
303,Sell Short,18/12/2024 13:30,Es,$6422.50,$0.00,1,$571.25,1.78%,$571.25,93.84%,,$0.00,$0.00
,Buy to Cover,18/12/2024 14:45,Profit Target,$6308.25,,$571.25,$4435.00,,($37.50),100.00%,93.84%,$0.00,$0.00
304,Sell Short,27/12/2024 09:30,Es,$6349.75,$0.00,1,($50.00),-0.16%,$168.75,75.42%,,$0.00,$0.00
,Buy to Cover,27/12/2024 14:00,Cover,$6359.75,,($50.00),$4385.00,,($55.00),2.23%,-22.35%,$0.00,$0.00
305,Sell Short,30/12/2024 09:00,Es,$6270.25,$0.00,1,($161.25),-0.51%,$93.75,35.55%,,$0.00,$0.00
,Buy to Cover,30/12/2024 11:00,Cover,$6302.50,,($161.25),$4223.75,,($170.00),3.32%,-61.14%,$0.00,$0.00
306,Sell Short,10/01/2025 09:15,Es,$6223.50,$0.00,1,($81.25),-0.26%,$226.25,72.69%,,$0.00,$0.00
,Buy to Cover,10/01/2025 13:15,Cover,$6239.75,,($81.25),$4142.50,,($85.00),1.20%,-26.10%,$0.00,$0.00
307,Sell Short,27/01/2025 09:00,Es,$6360.50,$0.00,1,($48.75),-0.15%,$8.75,14.00%,,$0.00,$0.00
,Buy to Cover,27/01/2025 09:15,Cover,$6370.25,,($48.75),$4093.75,,($53.75),8.00%,-78.00%,$0.00,$0.00
308,Sell Short,03/02/2025 09:00,Es,$6312.75,$0.00,1,($147.50),-0.47%,$147.50,47.20%,,$0.00,$0.00
,Buy to Cover,03/02/2025 09:45,Cover,$6342.25,,($147.50),$3946.25,,($165.00),5.60%,-47.20%,$0.00,$0.00
309,Sell Short,07/02/2025 13:15,Es,$6386.50,$0.00,1,$26.25,0.08%,$60.00,76.19%,,$0.00,$0.00
,Buy to Cover,07/02/2025 15:00,EoDS,$6381.25,,$26.25,$3972.50,,($18.75),57.14%,33.33%,$0.00,$0.00
310,Sell Short,12/02/2025 09:00,Es,$6377.50,$0.00,1,($98.75),-0.31%,$50.00,26.14%,,$0.00,$0.00
,Buy to Cover,12/02/2025 10:00,Cover,$6397.25,,($98.75),$3873.75,,($141.25),22.22%,-51.63%,$0.00,$0.00
311,Sell Short,20/02/2025 10:15,Es,$6439.50,$0.00,1,($61.25),-0.19%,$13.75,17.19%,,$0.00,$0.00
,Buy to Cover,20/02/2025 11:30,Cover,$6451.75,,($61.25),$3812.50,,($66.25),6.25%,-76.56%,$0.00,$0.00
312,Sell Short,21/02/2025 10:00,Es,$6421.25,$0.00,1,($52.50),-0.16%,$2.50,4.55%,,$0.00,$0.00
,Buy to Cover,21/02/2025 10:15,Cover,$6431.75,,($52.50),$3760.00,,($52.50),0.00%,-95.45%,$0.00,$0.00
313,Sell Short,25/02/2025 09:30,Es,$6288.00,$0.00,1,($108.75),-0.35%,$153.75,58.29%,,$0.00,$0.00
,Buy to Cover,25/02/2025 12:15,Cover,$6309.75,,($108.75),$3651.25,,($110.00),0.47%,-41.23%,$0.00,$0.00
314,Sell Short,27/02/2025 14:00,Es,$6250.25,$0.00,1,($10.00),-0.03%,$17.50,28.57%,,$0.00,$0.00
,Buy to Cover,27/02/2025 14:15,Cover,$6252.25,,($10.00),$3641.25,,($43.75),55.10%,-16.33%,$0.00,$0.00
315,Sell Short,04/03/2025 09:15,Es,$6112.25,$0.00,1,($11.25),-0.04%,$187.50,81.97%,,$0.00,$0.00
,Buy to Cover,04/03/2025 11:15,Cover,$6114.50,,($11.25),$3630.00,,($41.25),13.11%,-4.92%,$0.00,$0.00
316,Sell Short,06/03/2025 13:45,Es,$6058.25,$0.00,1,($57.50),-0.19%,$23.75,22.35%,,$0.00,$0.00
,Buy to Cover,06/03/2025 14:00,Cover,$6069.75,,($57.50),$3572.50,,($82.50),23.53%,-54.12%,$0.00,$0.00
317,Sell Short,10/03/2025 12:30,Es,$5969.00,$0.00,1,$145.00,0.49%,$322.50,86.00%,,$0.00,$0.00
,Buy to Cover,10/03/2025 15:00,EoDS,$5940.00,,$145.00,$3717.50,,($52.50),52.67%,38.67%,$0.00,$0.00
318,Sell Short,26/03/2025 12:45,Es,$6042.00,$0.00,1,($15.00),-0.05%,$52.50,65.63%,,$0.00,$0.00
,Buy to Cover,26/03/2025 13:45,Cover,$6045.00,,($15.00),$3702.50,,($27.50),15.63%,-18.75%,$0.00,$0.00
319,Sell Short,28/03/2025 09:45,Es,$5944.25,$0.00,1,$211.25,0.71%,$230.00,88.46%,,$0.00,$0.00
,Buy to Cover,28/03/2025 15:00,EoDS,$5902.00,,$211.25,$3913.75,,($30.00),92.79%,81.25%,$0.00,$0.00
320,Sell Short,31/03/2025 09:00,Es,$5820.25,$0.00,1,($117.50),-0.40%,$27.50,14.77%,,$0.00,$0.00
,Buy to Cover,31/03/2025 09:15,Cover,$5843.75,,($117.50),$3796.25,,($158.75),22.15%,-63.09%,$0.00,$0.00
321,Sell Short,03/04/2025 09:00,Es,$5804.50,$0.00,1,$347.50,1.20%,$425.00,91.15%,,$0.00,$0.00
,Buy to Cover,03/04/2025 15:00,EoDS,$5735.00,,$347.50,$4143.75,,($41.25),83.38%,74.53%,$0.00,$0.00
322,Sell Short,04/04/2025 09:00,Es,$5538.00,$0.00,1,$493.75,1.78%,$493.75,69.66%,,$0.00,$0.00
,Buy to Cover,04/04/2025 10:00,Profit Target,$5439.25,,$493.75,$4637.50,,($215.00),100.00%,69.66%,$0.00,$0.00
323,Sell Short,07/04/2025 09:00,Es,$5169.00,$0.00,1,($593.75),-2.30%,$70.00,9.91%,,$0.00,$0.00
,Buy to Cover,07/04/2025 09:15,Cover,$5287.75,,($593.75),$4043.75,,($636.25),6.02%,-84.07%,$0.00,$0.00
324,Sell Short,10/04/2025 11:45,Es,$5450.75,$0.00,1,($300.00),-1.10%,$16.25,4.36%,,$0.00,$0.00
,Buy to Cover,10/04/2025 12:00,Cover,$5510.75,,($300.00),$3743.75,,($356.25),15.10%,-80.54%,$0.00,$0.00
325,Sell Short,30/04/2025 09:15,Es,$5740.25,$0.00,1,($153.75),-0.54%,$13.75,7.97%,,$0.00,$0.00
,Buy to Cover,30/04/2025 09:30,Cover,$5771.00,,($153.75),$3590.00,,($158.75),2.90%,-89.13%,$0.00,$0.00
326,Sell Short,30/05/2025 11:45,Es,$6152.75,$0.00,1,($41.25),-0.13%,$93.75,65.22%,,$0.00,$0.00
,Buy to Cover,30/05/2025 12:45,Cover,$6161.00,,($41.25),$3548.75,,($50.00),6.09%,-28.70%,$0.00,$0.00
327,Sell Short,13/06/2025 09:15,Es,$6272.25,$0.00,1,($57.50),-0.18%,$71.25,50.44%,,$0.00,$0.00
,Buy to Cover,13/06/2025 10:15,Cover,$6283.75,,($57.50),$3491.25,,($70.00),8.85%,-40.71%,$0.00,$0.00
328,Sell Short,17/06/2025 13:15,Es,$6271.50,$0.00,1,($12.50),-0.04%,$63.75,76.12%,,$0.00,$0.00
,Buy to Cover,17/06/2025 14:45,Cover,$6274.00,,($12.50),$3478.75,,($20.00),8.96%,-14.93%,$0.00,$0.00
329,Sell Short,19/06/2025 09:00,Es,$6214.25,$0.00,1,($373.75),-1.20%,$87.50,18.97%,,$0.00,$0.00
,Buy to Cover,20/06/2025 08:45,Stop Loss,$6289.00,,($373.75),$3105.00,,($373.75),0.00%,-81.03%,$0.00,$0.00
330,Sell Short,31/07/2025 13:30,Es,$6605.50,$0.00,1,($85.00),-0.26%,$56.25,39.13%,,$0.00,$0.00
,Buy to Cover,31/07/2025 13:45,Cover,$6622.50,,($85.00),$3020.00,,($87.50),1.74%,-59.13%,$0.00,$0.00
331,Sell Short,01/08/2025 09:00,Es,$6499.25,$0.00,1,$30.00,0.09%,$155.00,53.91%,,$0.00,$0.00
,Buy to Cover,01/08/2025 15:00,EoDS,$6493.25,,$30.00,$3050.00,,($132.50),56.52%,10.43%,$0.00,$0.00
332,Sell Short,20/08/2025 10:15,Es,$6596.25,$0.00,1,($71.25),-0.22%,$11.25,12.86%,,$0.00,$0.00
,Buy to Cover,20/08/2025 10:30,Cover,$6610.50,,($71.25),$2978.75,,($76.25),5.71%,-81.43%,$0.00,$0.00
333,Sell Short,29/08/2025 09:15,Es,$6708.75,$0.00,1,$38.75,0.12%,$123.75,83.19%,,$0.00,$0.00
,Buy to Cover,29/08/2025 15:00,EoDS,$6701.00,,$38.75,$3017.50,,($25.00),42.86%,26.05%,$0.00,$0.00
334,Sell Short,02/09/2025 09:00,Es,$6622.25,$0.00,1,($127.50),-0.39%,$110.00,41.51%,,$0.00,$0.00
,Buy to Cover,02/09/2025 15:00,EoDS,$6647.75,,($127.50),$2890.00,,($155.00),10.38%,-48.11%,$0.00,$0.00
335,Sell Short,05/09/2025 10:00,Es,$6699.75,$0.00,1,($50.00),-0.15%,$95.00,63.87%,,$0.00,$0.00
,Buy to Cover,05/09/2025 10:45,Cover,$6709.75,,($50.00),$2840.00,,($53.75),2.52%,-33.61%,$0.00,$0.00
336,Sell Short,25/09/2025 09:00,Es,$6805.25,$0.00,1,($138.75),-0.41%,$6.25,3.94%,,$0.00,$0.00
,Buy to Cover,25/09/2025 09:30,Cover,$6833.00,,($138.75),$2701.25,,($152.50),8.66%,-87.40%,$0.00,$0.00
337,Sell Short,07/10/2025 11:30,Es,$6921.75,$0.00,1,($23.75),-0.07%,$12.50,21.74%,,$0.00,$0.00
,Buy to Cover,07/10/2025 11:45,Cover,$6926.50,,($23.75),$2677.50,,($45.00),36.96%,-41.30%,$0.00,$0.00
338,Sell Short,10/10/2025 10:45,Es,$6861.25,$0.00,1,$323.75,0.94%,$426.25,83.99%,,$0.00,$0.00
,Buy to Cover,10/10/2025 15:00,EoDS,$6796.50,,$323.75,$3001.25,,($81.25),79.80%,63.79%,$0.00,$0.00
339,Sell Short,14/10/2025 09:00,Es,$6771.50,$0.00,1,($227.50),-0.67%,$30.00,11.43%,,$0.00,$0.00
,Buy to Cover,14/10/2025 09:30,Cover,$6817.00,,($227.50),$2773.75,,($232.50),1.90%,-86.67%,$0.00,$0.00
340,Sell Short,16/10/2025 12:00,Es,$6841.75,$0.00,1,($128.75),-0.38%,$76.25,35.88%,,$0.00,$0.00
,Buy to Cover,16/10/2025 12:15,Cover,$6867.50,,($128.75),$2645.00,,($136.25),3.53%,-60.59%,$0.00,$0.00
341,Sell Short,22/10/2025 12:45,Es,$6884.25,$0.00,1,($55.00),-0.16%,$107.50,64.66%,,$0.00,$0.00
,Buy to Cover,22/10/2025 14:15,Cover,$6895.25,,($55.00),$2590.00,,($58.75),2.26%,-33.08%,$0.00,$0.00
342,Sell Short,04/11/2025 14:00,Es,$6970.00,$0.00,1,($55.00),-0.16%,$8.75,12.73%,,$0.00,$0.00
,Buy to Cover,04/11/2025 14:30,Cover,$6981.00,,($55.00),$2535.00,,($60.00),7.27%,-80.00%,$0.00,$0.00
343,Sell Short,06/11/2025 10:00,Es,$6929.75,$0.00,1,($13.75),-0.04%,$18.75,29.41%,,$0.00,$0.00
,Buy to Cover,06/11/2025 10:30,Cover,$6932.50,,($13.75),$2521.25,,($45.00),49.02%,-21.57%,$0.00,$0.00
344,Sell Short,07/11/2025 10:00,Es,$6858.00,$0.00,1,($56.25),-0.16%,$152.50,68.93%,,$0.00,$0.00
,Buy to Cover,07/11/2025 12:45,Cover,$6869.25,,($56.25),$2465.00,,($68.75),5.65%,-25.42%,$0.00,$0.00
345,Sell Short,13/11/2025 10:00,Es,$6985.75,$0.00,1,$246.25,0.71%,$338.75,98.91%,,$0.00,$0.00
,Buy to Cover,13/11/2025 15:00,EoDS,$6936.50,,$246.25,$2711.25,,($3.75),72.99%,71.90%,$0.00,$0.00
346,Sell Short,14/11/2025 09:00,Es,$6877.25,$0.00,1,($98.75),-0.29%,$15.00,12.24%,,$0.00,$0.00
,Buy to Cover,14/11/2025 09:15,Cover,$6897.00,,($98.75),$2612.50,,($107.50),7.14%,-80.61%,$0.00,$0.00
347,Sell Short,17/11/2025 13:30,Es,$6868.75,$0.00,1,$97.50,0.28%,$192.50,95.06%,,$0.00,$0.00
,Buy to Cover,17/11/2025 15:00,EoDS,$6849.25,,$97.50,$2710.00,,($10.00),53.09%,48.15%,$0.00,$0.00
348,Sell Short,18/11/2025 09:15,Es,$6793.75,$0.00,1,($148.75),-0.44%,$138.75,45.68%,,$0.00,$0.00
,Buy to Cover,18/11/2025 10:45,Cover,$6823.50,,($148.75),$2561.25,,($165.00),5.35%,-48.97%,$0.00,$0.00
349,Sell Short,20/11/2025 13:15,Es,$6756.25,$0.00,1,($15.00),-0.04%,$60.00,59.26%,,$0.00,$0.00
,Buy to Cover,20/11/2025 13:30,Cover,$6759.25,,($15.00),$2546.25,,($41.25),25.93%,-14.81%,$0.00,$0.00
350,Sell Short,12/12/2025 09:45,Es,$7023.00,$0.00,1,($72.50),-0.21%,$21.25,22.37%,,$0.00,$0.00
,Buy to Cover,12/12/2025 10:00,Cover,$7037.50,,($72.50),$2473.75,,($73.75),1.32%,-76.32%,$0.00,$0.00
351,Sell Short,16/12/2025 09:00,Es,$6968.25,$0.00,1,($107.50),-0.31%,$52.50,30.88%,,$0.00,$0.00
,Buy to Cover,16/12/2025 09:15,Cover,$6989.75,,($107.50),$2366.25,,($117.50),5.88%,-63.24%,$0.00,$0.00
352,Sell Short,17/12/2025 10:00,Es,$6937.00,$0.00,1,$167.50,0.48%,$213.75,91.44%,,$0.00,$0.00
,Buy to Cover,17/12/2025 15:00,EoDS,$6903.50,,$167.50,$2533.75,,($20.00),80.21%,71.66%,$0.00,$0.00
353,Sell Short,14/01/2026 09:00,Es,$7069.50,$0.00,1,($53.75),-0.15%,$96.25,63.11%,,$0.00,$0.00
,Buy to Cover,14/01/2026 09:30,Cover,$7080.25,,($53.75),$2480.00,,($56.25),1.64%,-35.25%,$0.00,$0.00
354,Sell Short,19/01/2026 09:00,Es,$7001.25,$0.00,1,$312.50,0.89%,$331.25,70.29%,,$0.00,$0.00
,Buy to Cover,20/01/2026 15:00,EoDS,$6938.75,,$312.50,$2792.50,,($140.00),96.02%,66.31%,$0.00,$0.00
355,Sell Short,29/01/2026 09:30,Es,$7054.50,$0.00,1,($108.75),-0.31%,$221.25,62.54%,,$0.00,$0.00
,Buy to Cover,29/01/2026 13:00,Cover,$7076.25,,($108.75),$2683.75,,($132.50),6.71%,-30.74%,$0.00,$0.00
356,Sell Short,30/01/2026 11:30,Es,$7051.25,$0.00,1,($98.75),-0.28%,$11.25,9.68%,,$0.00,$0.00
,Buy to Cover,30/01/2026 11:45,Cover,$7071.00,,($98.75),$2585.00,,($105.00),5.38%,-84.95%,$0.00,$0.00
357,Sell Short,03/02/2026 10:45,Es,$7066.75,$0.00,1,$111.25,0.31%,$341.25,91.30%,,$0.00,$0.00
,Buy to Cover,03/02/2026 15:00,EoDS,$7044.50,,$111.25,$2696.25,,($32.50),38.46%,29.77%,$0.00,$0.00
358,Sell Short,04/02/2026 11:45,Es,$6994.25,$0.00,1,($82.50),-0.24%,$97.50,51.32%,,$0.00,$0.00
,Buy to Cover,04/02/2026 13:45,Cover,$7010.75,,($82.50),$2613.75,,($92.50),5.26%,-43.42%,$0.00,$0.00
359,Sell Short,05/02/2026 09:00,Es,$6986.00,$0.00,1,$295.00,0.84%,$362.50,90.34%,,$0.00,$0.00
,Buy to Cover,05/02/2026 15:00,EoDS,$6927.00,,$295.00,$2908.75,,($38.75),83.18%,73.52%,$0.00,$0.00
360,Sell Short,12/02/2026 10:30,Es,$7013.50,$0.00,1,$182.50,0.52%,$207.50,95.95%,,$0.00,$0.00
,Buy to Cover,12/02/2026 15:00,EoDS,$6977.00,,$182.50,$3091.25,,($8.75),88.44%,84.39%,$0.00,$0.00
361,Sell Short,23/02/2026 09:30,Es,$6989.50,$0.00,1,$155.00,0.44%,$221.25,84.69%,,$0.00,$0.00
,Buy to Cover,23/02/2026 15:00,EoDS,$6958.50,,$155.00,$3246.25,,($40.00),74.64%,59.33%,$0.00,$0.00
362,Sell Short,26/02/2026 09:45,Es,$6996.25,$0.00,1,($147.50),-0.42%,$66.25,30.99%,,$0.00,$0.00
,Buy to Cover,26/02/2026 10:30,Cover,$7025.75,,($147.50),$3098.75,,($147.50),0.00%,-69.01%,$0.00,$0.00
363,Sell Short,27/02/2026 09:00,Es,$6963.50,$0.00,1,($153.75),-0.44%,$21.25,11.89%,,$0.00,$0.00
,Buy to Cover,27/02/2026 10:00,Cover,$6994.25,,($153.75),$2945.00,,($157.50),2.10%,-86.01%,$0.00,$0.00
364,Sell Short,03/03/2026 09:00,Es,$6869.00,$0.00,1,($346.25),-1.01%,$190.00,35.43%,,$0.00,$0.00
,Buy to Cover,03/03/2026 12:30,Stop Loss,$6938.25,,($346.25),$2598.75,,($346.25),0.00%,-64.57%,$0.00,$0.00
365,Sell Short,05/03/2026 09:45,Es,$6942.25,$0.00,1,($63.75),-0.18%,$78.75,47.37%,,$0.00,$0.00
,Buy to Cover,05/03/2026 10:15,Cover,$6955.00,,($63.75),$2535.00,,($87.50),14.29%,-38.35%,$0.00,$0.00
366,Sell Short,06/03/2026 09:00,Es,$6840.25,$0.00,1,($77.50),-0.23%,$63.75,19.62%,,$0.00,$0.00
,Buy to Cover,06/03/2026 15:00,EoDS,$6855.75,,($77.50),$2457.50,,($261.25),56.54%,-23.85%,$0.00,$0.00
367,Sell Short,09/03/2026 09:00,Es,$6773.50,$0.00,1,($161.25),-0.48%,$101.25,33.75%,,$0.00,$0.00
,Buy to Cover,09/03/2026 10:15,Cover,$6805.75,,($161.25),$2296.25,,($198.75),12.50%,-53.75%,$0.00,$0.00
368,Sell Short,12/03/2026 09:15,Es,$6816.25,$0.00,1,($108.75),-0.32%,$2.50,2.13%,,$0.00,$0.00
,Buy to Cover,12/03/2026 09:30,Cover,$6838.00,,($108.75),$2187.50,,($115.00),5.32%,-92.55%,$0.00,$0.00
369,Sell Short,20/03/2026 13:00,Es,$6649.75,$0.00,1,$206.25,0.62%,$317.50,92.03%,,$0.00,$0.00
,Buy to Cover,20/03/2026 15:00,EoDS,$6608.50,,$206.25,$2393.75,,($27.50),67.75%,59.78%,$0.00,$0.00
370,Sell Short,26/03/2026 12:45,Es,$6620.50,$0.00,1,$156.25,0.47%,$161.25,87.76%,,$0.00,$0.00
,Buy to Cover,26/03/2026 15:00,EoDS,$6589.25,,$156.25,$2550.00,,($22.50),97.28%,85.03%,$0.00,$0.00
371,Sell Short,27/03/2026 09:15,Es,$6520.75,$0.00,1,($37.50),-0.12%,$18.75,26.79%,,$0.00,$0.00
,Buy to Cover,27/03/2026 09:30,Cover,$6528.25,,($37.50),$2512.50,,($51.25),19.64%,-53.57%,$0.00,$0.00
372,Sell Short,05/06/2026 09:15,Es,$7574.00,$0.00,1,($67.50),-0.18%,$28.75,27.71%,,$0.00,$0.00
,Buy to Cover,05/06/2026 09:30,Cover,$7587.50,,($67.50),$2445.00,,($75.00),7.23%,-65.06%,$0.00,$0.00
373,Sell Short,09/06/2026 10:45,Es,$7394.25,$0.00,1,($97.50),-0.26%,$423.75,74.34%,,$0.00,$0.00
,Buy to Cover,09/06/2026 13:00,Cover,$7413.75,,($97.50),$2347.50,,($146.25),8.55%,-17.11%,$0.00,$0.00
374,Sell Short,10/06/2026 13:00,Es,$7363.00,$0.00,1,($132.50),-0.36%,$7.50,5.04%,,$0.00,$0.00
,Buy to Cover,10/06/2026 13:15,Cover,$7389.50,,($132.50),$2215.00,,($141.25),5.88%,-89.08%,$0.00,$0.00
375,Sell Short,23/06/2026 09:00,Es,$7442.00,$0.00,1,($116.25),-0.31%,$30.00,19.83%,,$0.00,$0.00
,Buy to Cover,23/06/2026 09:15,Cover,$7465.25,,($116.25),$2098.75,,($121.25),3.31%,-76.86%,$0.00,$0.00
376,Sell Short,07/07/2026 10:00,Es,$7535.25,$0.00,1,($33.75),-0.09%,$5.00,8.16%,,$0.00,$0.00
,Buy to Cover,07/07/2026 10:15,Cover,$7542.00,,($33.75),$2065.00,,($56.25),36.73%,-55.10%,$0.00,$0.00
377,Sell Short,08/07/2026 10:15,Es,$7493.50,$0.00,1,($21.25),-0.06%,$121.25,82.91%,,$0.00,$0.00
,Buy to Cover,08/07/2026 11:30,Cover,$7497.75,,($21.25),$2043.75,,($25.00),2.56%,-14.53%,$0.00,$0.00

Annual

,,,,,,
TradeStation Periodical Returns:Annual,,,,,,
,,,,,,
Mark-To-Market Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
Last 12 Months,($1061.25),-1.03%,0.69,48,27.08%,
01/01/2026,($490.00),-0.48%,0.74,25,28.00%,
01/01/2025,($1690.00),-1.62%,0.56,47,23.40%,
01/01/2024,$860.00,0.83%,1.63,35,31.43%,
01/01/2023,$306.25,0.30%,1.31,32,34.38%,
01/01/2022,$1465.00,1.44%,1.99,38,42.11%,
01/01/2021,$461.25,0.46%,1.36,40,37.50%,
01/01/2020,($202.50),-0.20%,0.88,33,30.30%,
01/01/2019,$405.00,0.40%,1.55,34,38.24%,
01/01/2018,$880.00,0.88%,2.51,31,45.16%,
01/01/2017,($60.00),-0.06%,0.88,38,18.42%,
01/01/2016,$108.75,0.11%,1.40,24,20.83%,
,,,,,,
Mark-To-Market Rolling Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
01/01/2026 - Today,($490.00),-0.48%,0.74,25,28.00%,
01/01/2025 - 01/01/2026,($2180.00),-2.09%,0.62,72,25.00%,
01/01/2024 - 01/01/2026,($1320.00),-1.28%,0.81,107,27.10%,
01/01/2023 - 01/01/2026,($1013.75),-0.98%,0.87,139,28.78%,
01/01/2022 - 01/01/2026,$451.25,0.44%,1.05,177,31.64%,
01/01/2021 - 01/01/2026,$912.50,0.90%,1.08,217,32.72%,
01/01/2020 - 01/01/2026,$710.00,0.70%,1.06,250,32.40%,
01/01/2019 - 01/01/2026,$1115.00,1.10%,1.08,284,33.10%,
01/01/2018 - 01/01/2026,$1995.00,1.99%,1.14,315,34.29%,
01/01/2017 - 01/01/2026,$1935.00,1.93%,1.13,353,32.58%,
01/01/2016 - 01/01/2026,$2043.75,2.04%,1.14,377,31.83%,


Daily

,,,,,,
TradeStation Periodical Returns:Daily,,,,,,
,,,,,,
Mark-To-Market Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
08/07/2026,($21.25),-0.02%,0.00,1,0.00%,
07/07/2026,($33.75),-0.03%,0.00,1,0.00%,
23/06/2026,($116.25),-0.11%,0.00,1,0.00%,
10/06/2026,($132.50),-0.13%,0.00,1,0.00%,
09/06/2026,($97.50),-0.10%,0.00,1,0.00%,
05/06/2026,($67.50),-0.07%,0.00,1,0.00%,
27/03/2026,($37.50),-0.04%,0.00,1,0.00%,
26/03/2026,$156.25,0.15%,n/a,1,100.00%,
20/03/2026,$206.25,0.20%,n/a,1,100.00%,
